player_id,player_name,team_abbr,game_id,game_date,opponent,pts,fga,fta,scoring_poss,pure_ts_pct,standard_ts_pct,delta_pp,C1a_events,C1a_pts,C1b_events,C1b_pts,C2_events,C2_pts,C3_events,C3_pts,C4_events,C4_pts,C5_events,C5_pts,C6a_events,C6a_pts,C6b_events,C6b_pts,C6c_events,C6c_pts,C6d_events,C6d_pts,C6e_events,C6e_pts,C6f_events,C6f_pts
397,Reggie Miller,IND,200404170IND,"Apr 17, 2004",BOS,11,8,3,10,50.0,59.01,-9.01,5,2,3,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2
1718,Paul Pierce,BOS,200404170IND,"Apr 17, 2004",IND,20,18,10,23,39.22,44.64,-5.42,13,6,5,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
979,Jermaine O'Neal,IND,200404170IND,"Apr 17, 2004",BOS,24,22,8,26,46.15,47.02,-0.87,21,16,0,0,2,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1548,Mark Blount,IND,200404170IND,"Apr 17, 2004",BOS,6,6,2,7,42.86,43.6,-0.74,6,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,Metta World Peace,IND,200404170IND,"Apr 17, 2004",BOS,24,21,8,24,44.44,48.94,-4.5,15,10,4,3,3,5,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,Jiri Welsch,IND,200404170IND,"Apr 17, 2004",BOS,6,7,0,7,40.0,42.86,-2.86,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2224,Jamaal Tinsley,BOS,200404170IND,"Apr 17, 2004",IND,5,6,0,6,31.25,41.67,-10.42,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,Chucky Atkins,BOS,200404170IND,"Apr 17, 2004",IND,19,12,6,15,55.88,64.89,-9.01,8,6,4,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,Jeff Foster,IND,200404170IND,"Apr 17, 2004",BOS,8,5,0,5,80.0,80.0,0.0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,Ricky Davis,BOS,200404170IND,"Apr 17, 2004",IND,19,12,7,16,55.88,63.0,-7.12,9,8,3,6,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
962,Walter McCarty,BOS,200404170IND,"Apr 17, 2004",IND,5,3,0,3,71.43,83.33,-11.9,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,Al Harrington,IND,200404170IND,"Apr 17, 2004",BOS,14,10,3,11,60.87,61.84,-0.97,9,10,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,Fred Jones,IND,200404170IND,"Apr 17, 2004",BOS,9,5,1,5,75.0,82.72,-7.72,3,4,1,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,Anthony Johnson,IND,200404170IND,"Apr 17, 2004",BOS,6,5,2,6,50.0,51.02,-1.02,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2036,Chris Mihm,BOS,200404170IND,"Apr 17, 2004",IND,9,9,4,11,40.91,41.82,-0.91,9,6,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2556,Marcus Banks,BOS,200404170IND,"Apr 17, 2004",IND,2,3,0,3,33.33,33.33,0.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,Jonathan Bender,IND,200404170IND,"Apr 17, 2004",BOS,3,2,2,3,50.0,52.08,-2.08,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2599,Brandon Hunter,BOS,200404170IND,"Apr 17, 2004",IND,2,1,0,1,100.0,100.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,Dana Barros,BOS,200404170IND,"Apr 17, 2004",IND,0,1,0,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,Kenyon Martin,NJN,200404170NJN,"Apr 17, 2004",NYK,16,11,4,13,61.54,62.7,-1.16,11,14,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,Tim Thomas,NJN,200404170NJN,"Apr 17, 2004",NYK,12,10,5,12,46.15,49.18,-3.03,8,6,1,0,2,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,Richard Jefferson,NJN,200404170NJN,"Apr 17, 2004",NYK,21,12,11,17,56.76,62.35,-5.59,9,10,2,0,4,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
